1.323360e-03,7.660376e-04,1.056844e-03,8.391740e-04,3.780165e-04,3.456235e-04,1.104067e-03,8.297296e-04,7.743330e-04,5.508579e-04,6.314464e-04,5.029724e-04,8.458989e-04,1.087434e-03,8.259142e-04,5.221126e-04,5.511121e-04,3.177513e-04,5.000000e-05,6.691300e-04,5.641098e-04,4.563040e-04,5.008360e-04,3.108329e-04,5.239439e-04,5.359441e-04,5.681542e-04,3.946347e-04,3.675360e-04,2.763215e-04,4.131244e-04,3.551925e-04,3.439107e-04,3.349249e-04,2.362449e-04,4.866149e-05
1.121354e-03,9.353030e-04,1.273439e-03,1.064164e-03,4.243952e-04,4.474265e-04,9.784530e-04,9.750974e-04,9.447145e-04,6.534557e-04,8.464393e-04,6.835288e-04,8.296536e-04,1.196135e-03,9.436571e-04,5.772957e-04,6.396931e-04,4.252669e-04,8.603423e-04,6.895448e-04,6.352906e-04,5.521909e-04,6.954434e-04,4.418526e-04,4.673330e-04,5.187520e-04,6.265200e-04,5.678758e-04,4.128443e-04,3.616340e-04,3.147249e-04,3.869595e-04,4.205273e-04,3.474058e-04,2.733088e-04,2.752468e-04
9.053125e-04,7.633361e-04,1.541666e-03,1.380880e-03,5.104897e-04,4.786122e-04,8.120533e-04,8.303747e-04,1.066049e-03,7.211693e-04,9.884229e-04,8.268442e-04,7.185671e-04,1.099625e-03,9.625858e-04,6.556489e-04,8.354468e-04,5.022920e-04,8.103464e-04,6.673498e-04,6.513932e-04,5.674914e-04,7.873316e-04,5.491057e-04,4.783592e-04,5.376731e-04,6.092323e-04,6.003659e-04,5.588593e-04,4.215542e-04,3.438044e-04,3.789854e-04,4.156173e-04,4.092065e-04,4.636690e-04,1.970953e-04
7.892067e-04,6.078962e-04,1.265229e-03,1.632369e-03,6.076032e-04,5.650527e-04,7.385275e-04,7.141788e-04,9.561011e-04,8.286394e-04,1.215111e-03,9.942093e-04,6.263989e-04,9.266787e-04,8.951815e-04,6.793106e-04,8.889196e-04,5.654370e-04,6.291793e-04,6.539489e-04,6.463156e-04,5.915827e-04,9.239516e-04,6.330316e-04,4.390989e-04,4.504090e-04,5.877292e-04,5.844706e-04,6.514778e-04,5.575177e-04,2.616824e-04,3.667101e-04,4.037178e-04,3.535948e-04,3.717667e-04,3.378274e-04
6.090352e-04,5.204391e-04,1.053564e-03,1.324098e-03,7.500000e-04,7.233866e-04,5.538490e-04,6.103889e-04,8.311573e-04,7.446219e-04,1.330984e-03,1.177676e-03,4.687533e-04,8.163476e-04,8.168811e-04,6.449556e-04,9.555014e-04,6.207691e-04,5.225509e-04,5.439428e-04,5.907761e-04,5.843395e-04,9.997449e-04,6.660383e-04,3.098408e-04,4.559286e-04,5.716532e-04,5.403171e-04,5.922925e-04,6.468068e-04,1.572929e-04,3.064299e-04,3.978073e-04,3.439341e-04,4.560691e-04,5.224273e-04
4.236720e-04,4.605320e-04,8.989827e-04,1.097925e-03,6.049310e-04,8.417238e-04,4.251189e-04,5.544293e-04,6.542977e-04,6.323720e-04,1.243719e-03,1.265985e-03,3.643002e-04,6.245212e-04,6.923075e-04,5.815554e-04,9.183859e-04,6.408193e-04,3.816471e-04,3.934920e-04,5.557112e-04,4.981009e-04,8.771648e-04,7.055945e-04,2.269208e-04,2.996736e-04,3.913745e-04,5.144897e-04,6.588496e-04,5.834772e-04,2.086300e-13,2.088928e-04,2.820839e-04,3.397911e-04,4.167830e-04,4.894854e-04
1.144031e-03,6.786001e-04,1.014729e-03,8.141417e-04,3.671526e-04,3.281254e-04,1.267062e-03,9.305793e-04,8.300989e-04,5.450944e-04,7.292404e-04,3.959993e-04,1.086395e-03,1.311371e-03,9.554163e-04,5.550982e-04,6.234753e-04,3.655822e-04,1.084268e-03,7.991371e-04,6.818898e-04,5.196758e-04,6.341255e-04,3.470788e-04,6.148883e-04,6.507580e-04,6.920685e-04,5.159897e-04,4.708440e-04,3.461287e-04,8.727049e-04,5.207335e-04,4.237433e-04,3.934132e-04,2.907684e-04,1.518756e-04
1.008123e-03,7.462749e-04,1.176609e-03,1.009181e-03,4.272784e-04,4.198610e-04,1.098202e-03,1.093889e-03,1.017555e-03,6.525576e-04,8.516220e-04,6.322780e-04,9.733207e-04,1.434502e-03,1.087408e-03,6.338894e-04,7.256468e-04,4.277613e-04,1.046389e-03,8.493006e-04,7.482466e-04,6.070077e-04,7.805909e-04,4.920668e-04,6.238477e-04,6.155490e-04,7.672707e-04,5.000000e-04,5.440213e-04,4.905017e-04,7.589170e-04,5.454664e-04,5.156629e-04,4.236954e-04,5.198897e-04,3.032053e-04
8.586432e-04,7.153993e-04,1.289432e-03,1.272538e-03,4.950311e-04,5.020369e-04,8.776757e-04,9.152655e-04,1.199742e-03,8.041603e-04,1.082626e-03,8.856441e-04,8.214719e-04,1.316859e-03,1.139745e-03,7.088581e-04,8.851179e-04,5.417067e-04,9.093633e-04,7.829842e-04,8.090449e-04,6.926004e-04,1.010327e-03,5.898868e-04,5.962429e-04,6.107611e-04,7.667062e-04,7.275289e-04,7.150166e-04,5.352787e-04,6.657314e-04,5.342855e-04,4.900565e-04,4.447811e-04,5.210458e-04,4.026085e-04
7.791677e-04,5.907793e-04,1.187062e-03,1.393540e-03,5.846052e-04,5.468251e-04,7.135046e-04,7.842087e-04,1.037290e-03,1.015836e-03,1.333478e-03,1.026370e-03,6.588998e-04,1.138102e-03,1.100219e-03,8.049925e-04,1.068815e-03,6.019240e-04,7.924629e-04,7.108552e-04,7.922706e-04,6.828207e-04,1.134816e-03,6.895978e-04,5.289575e-04,5.458101e-04,7.824032e-04,7.226789e-04,7.778415e-04,6.951520e-04,5.686359e-04,4.941640e-04,5.299677e-04,4.733419e-04,6.642946e-04,6.165376e-04
